GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description,Direction,Significant
9656,0.0304,0.00774,0.0735,-2.663071,-0.1956652,3750.56,MDC1,mediator of DNA damage checkpoint 1,NS,False
5745,0.0304,0.00775,0.279,-2.662851,-0.743063,29.86,PTH1R,parathyroid hormone 1 receptor,NS,False
90826,0.0305,0.00776,0.0552,2.662442,0.1469192,786.62,PRMT9,protein arginine methyltransferase 9,NS,False
7979,0.0305,0.00777,0.0503,-2.661784,-0.1338554,2315.36,SEM1,SEM1 26S proteasome subunit,NS,False
8706,0.0305,0.00778,0.1026,2.661597,0.2731564,361.21,B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",NS,False
112268184,0.0305,0.00778,0.0898,2.661657,0.2389915,1105.84,KPNB1-DT,KPNB1 divergent transcript,NS,False
51073,0.0305,0.00779,0.0466,2.661234,0.1239247,2857.88,MRPL4,mitochondrial ribosomal protein L4,NS,False
151242,0.0306,0.0078,0.1007,2.660787,0.2678702,278.0,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C,NS,False
100507463,0.0306,0.0078,0.113,2.66058,0.3005957,225.31,PSMB8-AS1,PSMB8 antisense RNA 1 (head to head),NS,False
60386,0.0306,0.00781,0.0631,2.659995,0.1679398,599.56,SLC25A19,solute carrier family 25 member 19,NS,False
10381,0.0306,0.00782,0.0926,-2.659918,-0.2463922,5914.57,TUBB3,tubulin beta 3 class III,NS,False
7352,0.0306,0.00782,0.1721,2.659635,0.4578278,53.74,UCP3,uncoupling protein 3,NS,False
102723811,0.0307,0.00783,0.3024,2.659356,0.8042808,19.0,LOC102723811,uncharacterized LOC102723811,NS,False
50649,0.0307,0.00783,0.106,-2.6591,-0.2818642,4006.95,ARHGEF4,Rho guanine nucleotide exchange factor 4,NS,False
55862,0.0307,0.00784,0.1158,2.658844,0.3079158,1547.17,ECHDC1,ethylmalonyl-CoA decarboxylase 1,NS,False
84749,0.0307,0.00784,0.061,2.658952,0.1620711,508.13,USP30,ubiquitin specific peptidase 30,NS,False
49855,0.0307,0.00784,0.1133,-2.658846,-0.3013533,443.78,SCAPER,S-phase cyclin A associated protein in the ER,NS,False
9185,0.0307,0.00784,0.1321,-2.658714,-0.351317,402.03,REPS2,RALBP1 associated Eps domain containing 2,NS,False
80328,0.0307,0.00785,0.0886,-2.658595,-0.2354646,323.41,ULBP2,UL16 binding protein 2,NS,False
5813,0.0307,0.00785,0.0763,-2.658278,-0.2028871,1911.33,PURA,purine rich element binding protein A,NS,False
199990,0.0308,0.00786,0.0481,2.657876,0.1279451,1427.2,FAAP20,FA core complex associated protein 20,NS,False
9652,0.0308,0.00787,0.0624,-2.657484,-0.1658499,2233.09,SKIC3,SKI3 subunit of superkiller complex,NS,False
22979,0.0308,0.00788,0.1967,-2.657103,-0.5227833,249.39,EFR3B,EFR3 homolog B,NS,False
100505696,0.0308,0.00789,0.094,2.656816,0.2498174,803.49,SH3BP5-AS1,SH3BP5 antisense RNA 1,NS,False
53838,0.0309,0.0079,0.0888,2.656176,0.2358601,1062.18,C11orf24,chromosome 11 open reading frame 24,NS,False
2246,0.0309,0.00791,0.3113,-2.655798,-0.8266627,21.2,FGF1,fibroblast growth factor 1,NS,False
65977,0.0309,0.00792,0.0784,-2.655565,-0.2082531,702.41,PLEKHA3,pleckstrin homology domain containing A3,NS,False
257236,0.031,0.00793,0.2306,2.655129,0.6122914,33.94,CCDC96,coiled-coil domain containing 96,NS,False
152217,0.031,0.00793,0.0678,2.655035,0.179886,519.83,NCBP2AS2,NCBP2 antisense 2 (head to head),NS,False
23491,0.031,0.00794,0.089,2.654692,0.2361457,517.24,CES3,carboxylesterase 3,NS,False
105372864,0.031,0.00794,0.2197,-2.654527,-0.5832925,27.13,LOC105372864,,NS,False
253260,0.031,0.00795,0.0725,-2.654383,-0.1924449,1754.76,RICTOR,RPTOR independent companion of MTOR complex 2,NS,False
9296,0.031,0.00795,0.0857,2.654159,0.2275264,1951.07,ATP6V1F,ATPase H+ transporting V1 subunit F,NS,False
3777,0.0311,0.00796,0.2398,2.653684,0.6362263,37.32,KCNK3,potassium two pore domain channel subfamily K member 3,NS,False
107984946,0.0311,0.00797,0.3188,-2.653292,-0.8458979,13.76,LOC107984946,uncharacterized LOC107984946,NS,False
439994,0.0311,0.00797,0.0844,2.653223,0.2238868,258.15,LINC00863,long intergenic non-protein coding RNA 863,NS,False
201299,0.0311,0.00797,0.2452,-2.65327,-0.6504859,154.51,RDM1,RAD52 motif containing 1,NS,False
9980,0.0311,0.00797,0.1205,-2.653399,-0.3197788,1264.47,DOP1B,DOP1 leucine zipper like protein B,NS,False
150291,0.0311,0.00797,0.2896,2.653283,0.7683483,22.87,MORC2-AS1,MORC2 antisense RNA 1,NS,False
79161,0.0311,0.00798,0.0738,-2.65292,-0.1957693,508.68,TMEM243,transmembrane protein 243,NS,False
100129792,0.0311,0.00799,0.1541,2.652296,0.4087945,129.19,CCDC152,coiled-coil domain containing 152,NS,False
22928,0.0312,0.008,0.0817,2.651914,0.2167406,1932.2,SEPHS2,selenophosphate synthetase 2,NS,False
6233,0.0312,0.00803,0.0464,2.650968,0.1229068,23802.91,RPS27A,ribosomal protein S27a,NS,False
139285,0.0313,0.00803,0.0939,-2.650767,-0.2488882,426.72,AMER1,APC membrane recruitment protein 1,NS,False
80145,0.0313,0.00805,0.057,2.649953,0.1509322,1185.6,THOC7,THO complex subunit 7,NS,False
100996485,0.0313,0.00805,0.0493,2.649988,0.1307224,1187.84,PITX1-AS1,PITX1 antisense RNA 1,NS,False
84285,0.0313,0.00806,0.0854,2.649729,0.2261856,1426.25,EIF1AD,eukaryotic translation initiation factor 1A domain containing,NS,False
554251,0.0314,0.00807,0.1306,-2.649088,-0.3459448,105.74,FBXO48,F-box protein 48,NS,False
55582,0.0314,0.00809,0.0921,-2.648482,-0.2439076,297.17,KIF27,kinesin family member 27,NS,False
2810,0.0315,0.0081,0.1424,2.647948,0.3770427,5135.46,SFN,stratifin,NS,False
64430,0.0315,0.00811,0.0616,2.647251,0.1630843,2096.48,PCNX4,pecanex 4,NS,False
283970,0.0315,0.00811,0.0545,2.647259,0.1442313,847.83,PDXDC2P-NPIPB14P,PDXDC2P-NPIPB14P readthrough,NS,False
284454,0.0316,0.00814,0.1073,-2.646371,-0.284081,382.05,MIR23AHG,miR-23a/27a/24-2 cluster host gene,NS,False
54813,0.0316,0.00815,0.076,-2.645904,-0.2011151,721.37,KLHL28,kelch like family member 28,NS,False
57095,0.0317,0.00815,0.0454,2.645735,0.1200662,1631.05,PITHD1,PITH domain containing 1,NS,False
51115,0.0317,0.00816,0.0806,-2.645336,-0.2132821,2676.08,RMDN1,regulator of microtubule dynamics 1,NS,False
51535,0.0317,0.00816,0.0584,2.645321,0.1545573,2314.23,PPHLN1,periphilin 1,NS,False
7920,0.0317,0.00817,0.052,2.645046,0.13747,840.65,ABHD16A,"abhydrolase domain containing 16A, phospholipase",NS,False
3265,0.0317,0.00817,0.1133,2.64508,0.2997299,1330.44,HRAS,"HRas proto-oncogene, GTPase",NS,False
107984428,0.0317,0.00818,0.3161,-2.64462,-0.835994,17.13,LOC107984428,uncharacterized LOC107984428,NS,False
650623,0.0317,0.00818,0.0752,-2.644481,-0.1987336,588.59,BEND3P3,BEN domain containing 3 pseudogene 3,NS,False
144699,0.0318,0.00819,0.0919,-2.644084,-0.2430242,657.48,FBXL14,F-box and leucine rich repeat protein 14,NS,False
51195,0.0318,0.00819,0.0654,2.643985,0.1728828,766.54,RAPGEFL1,Rap guanine nucleotide exchange factor like 1,NS,False
4738,0.0318,0.0082,0.0671,2.643764,0.1774896,1740.27,NEDD8,NEDD8 ubiquitin like modifier,NS,False
96459,0.0318,0.0082,0.0907,-2.643689,-0.2397027,1333.67,FNIP1,folliculin interacting protein 1,NS,False
1760,0.0318,0.00822,0.0654,2.642957,0.1729811,1953.69,DMPK,DM1 protein kinase,NS,False
84293,0.0319,0.00823,0.1364,-2.642587,-0.360496,227.41,PRXL2A,peroxiredoxin like 2A,NS,False
51271,0.0319,0.00823,0.0504,2.642359,0.1332154,1594.05,UBAP1,ubiquitin associated protein 1,NS,False
390213,0.0319,0.00823,0.4409,-2.642411,-1.1650485,12.22,DOC2GP,"double C2 domain gamma, pseudogene",Downregulated,True
84216,0.0319,0.00823,0.141,2.642385,0.37251,199.01,TMEM117,transmembrane protein 117,NS,False
55231,0.0319,0.00824,0.2536,2.642104,0.6699592,22.16,CCDC87,coiled-coil domain containing 87,NS,False
100505933,0.032,0.00826,0.1402,-2.641261,-0.3703997,82.17,ADD3-AS1,ADD3 antisense RNA 1,NS,False
6610,0.032,0.00826,0.095,2.641181,0.2508556,377.11,SMPD2,sphingomyelin phosphodiesterase 2,NS,False
1942,0.032,0.00827,0.0815,2.640994,0.2153622,540.86,EFNA1,ephrin A1,NS,False
26801,0.032,0.00827,0.1033,2.641016,0.2727616,144.52,SNORD48,"small nucleolar RNA, C/D box 48",NS,False
4691,0.0321,0.00831,0.0467,2.639337,0.1231634,42819.91,NCL,nucleolin,NS,False
105372446,0.0321,0.00831,0.352,-2.639268,-0.928899,14.17,LIM2-AS1,LIM2 and SIGLEC10 antisense RNA 1,NS,False
54732,0.0321,0.00831,0.0745,2.639066,0.1965923,5136.79,TMED9,transmembrane p24 trafficking protein 9,NS,False
3750,0.0321,0.00832,0.2203,-2.638939,-0.581238,637.01,KCND1,potassium voltage-gated channel subfamily D member 1,NS,False
1896,0.0322,0.00832,0.1156,-2.638613,-0.3049693,349.97,EDA,ectodysplasin A,NS,False
9183,0.0322,0.00833,0.0769,2.638285,0.2027953,957.45,ZW10,zw10 kinetochore protein,NS,False
55500,0.0322,0.00833,0.0486,-2.638348,-0.1283405,3609.4,ETNK1,ethanolamine kinase 1,NS,False
949,0.0322,0.00834,0.0549,-2.638065,-0.1448312,3966.78,SCARB1,scavenger receptor class B member 1,NS,False
4734,0.0322,0.00835,0.0882,-2.637448,-0.2325595,799.91,NEDD4,NEDD4 E3 ubiquitin protein ligase,NS,False
23396,0.0322,0.00835,0.0502,2.637435,0.132454,2349.95,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,NS,False
134553,0.0323,0.00838,0.0629,2.63641,0.1658721,2644.69,C5orf24,chromosome 5 open reading frame 24,NS,False
101927245,0.0325,0.00844,0.2158,-2.63401,-0.5684976,43.91,LOC101927245,uncharacterized LOC101927245,NS,False
10956,0.0325,0.00844,0.0393,2.634058,0.1034292,4636.31,OS9,OS9 endoplasmic reticulum lectin,NS,False
11273,0.0325,0.00844,0.0764,-2.634045,-0.2012762,6793.77,ATXN2L,ataxin 2 like,NS,False
100125556,0.0326,0.00845,0.1258,-2.633736,-0.3312214,188.77,FAM86JP,"family with sequence similarity 86, member A pseudogene",NS,False
153339,0.0326,0.00845,0.0725,2.63367,0.1908398,4622.23,TMEM167A,transmembrane protein 167A,NS,False
9144,0.0326,0.00845,0.0878,2.633538,0.2312814,5047.95,SYNGR2,synaptogyrin 2,NS,False
1108,0.0326,0.00845,0.0422,2.63343,0.1111428,17869.89,CHD4,chromodomain helicase DNA binding protein 4,NS,False
23469,0.0326,0.00846,0.0624,-2.633257,-0.1644161,3883.97,PHF3,PHD finger protein 3,NS,False
5693,0.0326,0.00847,0.0711,2.632732,0.1871386,4424.65,PSMB5,proteasome 20S subunit beta 5,NS,False
10013,0.0327,0.0085,0.0517,-2.63158,-0.1359444,2736.05,HDAC6,histone deacetylase 6,NS,False
162655,0.0327,0.0085,0.1012,-2.63134,-0.2662712,298.68,ZNF519,zinc finger protein 519,NS,False
161394,0.0329,0.00853,0.3084,2.630152,0.8112473,42.84,SAMD15,sterile alpha motif domain containing 15,NS,False
9320,0.0329,0.00854,0.0596,2.629828,0.1566566,8065.86,TRIP12,thyroid hormone receptor interactor 12,NS,False
63874,0.0329,0.00854,0.0806,2.629775,0.2118841,492.69,ABHD4,"abhydrolase domain containing 4, N-acyl phospholipase B",NS,False
5106,0.0329,0.00856,0.3683,-2.629121,-0.9682135,1181.89,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",NS,False
105377023,0.033,0.00858,0.1741,2.628434,0.4577197,78.34,PDCD6IP-DT,PDCD6IP divergent transcript,NS,False
902,0.033,0.00858,0.0473,2.628499,0.1244484,1712.14,CCNH,cyclin H,NS,False
121268,0.033,0.00858,0.3367,-2.628425,-0.8851087,121.38,RHEBL1,RHEB like 1,NS,False
56970,0.033,0.00857,0.054,2.628583,0.1420257,3348.19,ATXN7L3,ataxin 7 like 3,NS,False
1047,0.0331,0.0086,0.1543,-2.62744,-0.4053129,105.61,CLGN,calmegin,NS,False
6167,0.0331,0.00861,0.0295,2.62731,0.0775431,16660.26,RPL37,ribosomal protein L37,NS,False
65250,0.0331,0.00863,0.0687,2.62635,0.1804436,974.73,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1,NS,False
30817,0.0331,0.00863,0.0675,2.626348,0.1771783,765.67,ADGRE2,adhesion G protein-coupled receptor E2,NS,False
112268302,0.0332,0.00863,0.3921,2.626204,1.029799,11.11,LOC112268302,,Upregulated,True
646851,0.0332,0.00864,0.0719,2.625817,0.1888392,710.28,FAM227A,family with sequence similarity 227 member A,NS,False
100124700,0.0332,0.00865,0.2422,-2.625699,-0.6359087,24.58,HOTAIR,HOX transcript antisense RNA,NS,False
162681,0.0332,0.00865,0.1303,-2.625479,-0.3421476,714.78,C18orf54,chromosome 18 open reading frame 54,NS,False
84268,0.0333,0.00867,0.0493,2.624792,0.1293915,2804.63,RPAIN,RPA interacting protein,NS,False
101928605,0.0333,0.00869,0.1199,-2.624068,-0.3145873,112.3,ARHGEF35-AS1,ARHGEF35 antisense RNA 1,NS,False
579,0.0334,0.0087,0.1584,-2.623733,-0.415708,71.78,NKX3-2,NK3 homeobox 2,NS,False
63826,0.0334,0.00872,0.0442,2.622775,0.1159172,1217.72,SRR,serine racemase,NS,False
6820,0.0334,0.00872,0.135,-2.622767,-0.354046,111.56,SULT2B1,sulfotransferase family 2B member 1,NS,False
51661,0.0335,0.00873,0.082,2.622485,0.215032,239.57,FKBP7,FKBP prolyl isomerase 7,NS,False
2992,0.0335,0.00873,0.0557,2.622295,0.1459757,1247.2,GYG1,glycogenin 1,NS,False
10106,0.0335,0.00874,0.1169,-2.622137,-0.3064607,4637.75,CTDSP2,CTD small phosphatase 2,NS,False
25845,0.0335,0.00875,0.1033,2.621791,0.2708817,267.93,PP7080,uncharacterized LOC25845,NS,False
55227,0.0335,0.00875,0.0477,2.621812,0.1251096,1291.11,LRRC1,leucine rich repeat containing 1,NS,False
6498,0.0336,0.00877,0.1211,-2.62105,-0.3174713,970.62,SKIL,SKI like proto-oncogene,NS,False
57492,0.0336,0.00877,0.0649,2.621046,0.170207,1931.77,ARID1B,AT-rich interaction domain 1B,NS,False
25758,0.0336,0.00877,0.1964,-2.621064,-0.5146515,72.48,KIAA1549L,KIAA1549 like,NS,False
79711,0.0336,0.00877,0.0528,2.620767,0.1384071,2596.53,IPO4,importin 4,NS,False
4061,0.0336,0.00878,0.0769,-2.620636,-0.2014385,5372.2,LY6E,lymphocyte antigen 6 family member E,NS,False
107986673,0.0336,0.00878,0.248,-2.620564,-0.6499516,43.5,LOC107986673,uncharacterized LOC107986673,NS,False
55848,0.0337,0.00881,0.1239,-2.619209,-0.3244984,491.22,PLGRKT,plasminogen receptor with a C-terminal lysine,NS,False
5339,0.0337,0.00883,0.1085,2.618684,0.2840588,39367.78,PLEC,plectin,NS,False
104472848,0.0337,0.00883,0.2273,-2.618701,-0.5951865,26.07,IRAIN,IGF1R antisense imprinted non-protein coding RNA,NS,False
5724,0.0338,0.00885,0.1988,2.617705,0.5205091,147.83,PTAFR,platelet activating factor receptor,NS,False
105377180,0.0338,0.00885,0.1774,2.617708,0.4644532,63.1,LINC02008,long intergenic non-protein coding RNA 2008,NS,False
3691,0.0339,0.00887,0.1762,-2.617087,-0.4611629,19352.65,ITGB4,integrin subunit beta 4,NS,False
105372266,0.0339,0.00887,0.3364,-2.617029,-0.8804595,18.15,LOC105372266,uncharacterized LOC105372266,NS,False
364,0.034,0.0089,0.2922,-2.615767,-0.7643548,18.77,AQP7,aquaporin 7,NS,False
8733,0.0342,0.00896,0.0456,2.613688,0.1191506,3000.59,GPAA1,glycosylphosphatidylinositol anchor attachment 1,NS,False
51246,0.0342,0.00896,0.0853,2.613532,0.222951,2675.89,SHISA5,shisa family member 5,NS,False
166,0.0343,0.00898,0.0829,-2.612812,-0.2164732,6348.86,TLE5,"TLE family member 5, transcriptional modulator",NS,False
2309,0.0343,0.00899,0.0938,-2.612366,-0.2451362,2702.41,FOXO3,forkhead box O3,NS,False
1471,0.0343,0.00899,0.0932,2.612344,0.243386,3438.12,CST3,cystatin C,NS,False
101929204,0.0343,0.009,0.1193,-2.611874,-0.3114849,190.57,LOC101929204,uncharacterized LOC101929204,NS,False
54839,0.0344,0.00901,0.1992,2.611678,0.520171,269.1,LRRC49,leucine rich repeat containing 49,NS,False
54443,0.0344,0.00902,0.2139,-2.611408,-0.5585443,6441.21,ANLN,"anillin, actin binding protein",NS,False
219743,0.0344,0.00902,0.1012,-2.611137,-0.2642291,701.77,TYSND1,trypsin like peroxisomal matrix peptidase 1,NS,False
51421,0.0344,0.00903,0.1677,-2.611059,-0.4377731,1471.47,AMOTL2,angiomotin like 2,NS,False
10079,0.0344,0.00903,0.0816,2.610855,0.2130331,2395.43,ATP9A,ATPase phospholipid transporting 9A (putative),NS,False
10599,0.0344,0.00904,0.3915,2.61072,1.0221953,12.6,SLCO1B1,solute carrier organic anion transporter family member 1B1,Upregulated,True
132864,0.0344,0.00905,0.1366,2.61034,0.3566726,140.35,CPEB2,cytoplasmic polyadenylation element binding protein 2,NS,False
10319,0.0344,0.00904,0.1055,-2.610421,-0.2753602,821.38,LAMC3,laminin subunit gamma 3,NS,False
126282,0.0344,0.00904,0.1406,-2.610381,-0.3671205,1349.75,TNFAIP8L1,TNF alpha induced protein 8 like 1,NS,False
221960,0.0344,0.00905,0.056,2.610223,0.1462235,1596.6,CCZ1B,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated",NS,False
374,0.0344,0.00905,0.0976,-2.610004,-0.2548578,18067.33,AREG,amphiregulin,NS,False
102724322,0.0344,0.00905,0.1481,2.610017,0.3865558,78.32,LOC102724322,uncharacterized LOC102724322,NS,False
283377,0.0344,0.00905,0.1117,2.610075,0.291626,297.51,SPRYD4,SPRY domain containing 4,NS,False
3892,0.0345,0.00907,0.3198,-2.609436,-0.8344213,13.58,KRT86,keratin 86,NS,False
109864281,0.0345,0.00908,0.3545,2.609204,0.9250555,27.95,RNA5-8SN2,"RNA, 5.8S ribosomal N2",NS,False
55214,0.0346,0.00909,0.2009,-2.608664,-0.5241981,41.66,P3H2,prolyl 3-hydroxylase 2,NS,False
105369194,0.0346,0.0091,0.2489,-2.60824,-0.6491477,33.52,LOC105369194,uncharacterized LOC105369194,NS,False
85025,0.0346,0.0091,0.1114,-2.608252,-0.2906317,264.07,TMEM60,transmembrane protein 60,NS,False
8228,0.0346,0.00911,0.0907,2.607978,0.2364918,546.43,PNPLA4,patatin like phospholipase domain containing 4,NS,False
159195,0.0347,0.00913,0.0486,2.607069,0.1265881,1463.44,USP54,ubiquitin specific peptidase 54,NS,False
84920,0.0347,0.00914,0.0587,-2.606815,-0.1529991,578.92,ALG10,"ALG10 alpha-1,2-glucosyltransferase",NS,False
604,0.0347,0.00914,0.1252,-2.606617,-0.326291,1455.28,BCL6,BCL6 transcription repressor,NS,False
83594,0.0347,0.00915,0.0694,-2.606551,-0.1809401,1029.37,NUDT12,nudix hydrolase 12,NS,False
91942,0.0348,0.00916,0.069,2.605925,0.1797254,551.44,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,NS,False
283008,0.0348,0.00916,0.1068,2.605958,0.2784216,145.69,NUTM2E,NUT family member 2E,NS,False
57407,0.0348,0.00917,0.0622,2.605777,0.1621524,1433.15,NMRAL1,NmrA like redox sensor 1,NS,False
25920,0.0348,0.00917,0.0552,-2.605476,-0.1438521,3978.74,NELFB,negative elongation factor complex member B,NS,False
84320,0.0348,0.00918,0.0618,2.605132,0.1611086,1366.0,ACBD6,acyl-CoA binding domain containing 6,NS,False
51765,0.0349,0.00919,0.0616,-2.60487,-0.160454,1161.43,STK26,serine/threonine kinase 26,NS,False
100129060,0.0349,0.0092,0.0743,2.604647,0.19362,330.78,SEMA3F-AS1,SEMA3F antisense RNA 1,NS,False
208,0.0349,0.0092,0.047,2.604648,0.1224666,4825.65,AKT2,AKT serine/threonine kinase 2,NS,False
143187,0.0349,0.0092,0.0929,2.604526,0.2418478,3106.24,VTI1A,vesicle transport through interaction with t-SNAREs 1A,NS,False
254528,0.0349,0.00921,0.3254,-2.604169,-0.8473473,26.56,MEIOB,meiosis specific with OB-fold,NS,False
10147,0.0349,0.00921,0.0742,-2.604165,-0.1931531,5058.04,SUGP2,SURP and G-patch domain containing 2,NS,False
1184,0.0349,0.00921,0.1314,-2.604009,-0.3420925,611.48,CLCN5,chloride voltage-gated channel 5,NS,False
27350,0.035,0.00925,0.169,2.602767,0.4399909,2067.46,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,NS,False
826,0.035,0.00926,0.0596,2.602479,0.1550457,6766.7,CAPNS1,calpain small subunit 1,NS,False
51594,0.0351,0.00926,0.061,-2.6022,-0.1587743,1817.59,NBAS,NBAS subunit of NRZ tethering complex,NS,False
389362,0.0351,0.00926,0.0957,-2.602205,-0.2490509,651.68,PSMG4,proteasome assembly chaperone 4,NS,False
7543,0.0351,0.00926,0.072,2.60215,0.187462,1128.26,ZFX,zinc finger protein X-linked,NS,False
101060179,0.0351,0.00928,0.1037,-2.601416,-0.2698669,154.49,LOC101060179,replaced by ID 56981,NS,False
23229,0.0351,0.00929,0.0621,-2.601366,-0.1616609,747.67,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9,NS,False
100130027,0.0351,0.00929,0.1336,-2.60128,-0.3474319,143.73,LOC100130027,uncharacterized LOC100130027,NS,False
120379,0.0352,0.00932,0.0623,2.60004,0.1618691,471.12,PIH1D2,PIH1 domain containing 2,NS,False
51377,0.0353,0.00933,0.0494,2.599824,0.1284843,2379.62,UCHL5,ubiquitin C-terminal hydrolase L5,NS,False
160335,0.0353,0.00934,0.0951,-2.599283,-0.2470975,1052.89,TMTC2,transmembrane O-mannosyltransferase targeting cadherins 2,NS,False
284802,0.0353,0.00934,0.1308,-2.599191,-0.3399998,241.1,FRG1BP,"FSHD region gene 1 family member B, pseudogene",NS,False
22853,0.0353,0.00935,0.0657,-2.598833,-0.1706534,2163.75,LMTK2,lemur tyrosine kinase 2,NS,False
5518,0.0354,0.00937,0.0923,2.598418,0.2398318,9075.94,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,NS,False
400073,0.0355,0.00939,0.1179,-2.597552,-0.3062977,204.05,C12orf76,chromosome 12 open reading frame 76,NS,False
7263,0.0355,0.0094,0.1059,-2.597179,-0.2751655,544.37,TST,thiosulfate sulfurtransferase,NS,False
126075,0.0355,0.00941,0.1252,2.596693,0.3251524,107.62,CCDC159,coiled-coil domain containing 159,NS,False
105370397,0.0356,0.00943,0.2634,-2.596092,-0.6837317,24.0,LOC105370397,uncharacterized LOC105370397,NS,False
51710,0.0356,0.00943,0.1451,2.596141,0.3766388,296.75,ZNF44,zinc finger protein 44,NS,False
57480,0.0356,0.00943,0.0858,2.595938,0.2227818,764.21,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,NS,False
118881,0.0356,0.00943,0.0739,2.59591,0.191783,517.64,COMTD1,catechol-O-methyltransferase domain containing 1,NS,False
339044,0.0357,0.00946,0.081,-2.594887,-0.2100793,5100.42,PKD1P1,"polycystin 1, transient receptor potential channel interacting pseudogene 1",NS,False
112970,0.0357,0.00947,0.1465,2.594709,0.3802535,174.0,KTI12,KTI12 chromatin associated homolog,NS,False
22828,0.0357,0.00948,0.0498,2.594361,0.1292703,1956.4,SCAF8,SR-related CTD associated factor 8,NS,False
23170,0.0357,0.00948,0.0704,2.594413,0.1826489,4423.27,TTLL12,tubulin tyrosine ligase like 12,NS,False
54964,0.0358,0.00949,0.1171,2.593834,0.3036698,132.4,C1orf56,chromosome 1 open reading frame 56,NS,False
780,0.0358,0.00949,0.0746,2.593816,0.1936076,8610.17,DDR1,discoidin domain receptor tyrosine kinase 1,NS,False
64946,0.0359,0.00953,0.2208,-2.592329,-0.5724701,595.95,CENPH,centromere protein H,NS,False
105371228,0.0359,0.00954,0.1344,-2.592172,-0.3483987,175.66,LINC02804,long intergenic non-protein coding RNA 2804,NS,False
3224,0.036,0.00956,0.226,-2.591444,-0.5856539,81.51,HOXC8,homeobox C8,NS,False
102465435,0.036,0.00958,0.285,2.590713,0.7382965,21.28,MIR6727,microRNA 6727,NS,False
84661,0.036,0.00958,0.062,2.59071,0.160507,1006.11,DPY30,dpy-30 histone methyltransferase complex regulatory subunit,NS,False
23368,0.036,0.00958,0.0727,-2.590747,-0.1883488,867.5,PPP1R13B,protein phosphatase 1 regulatory subunit 13B,NS,False
57460,0.0361,0.00959,0.0722,2.590268,0.1871453,738.19,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H",NS,False
125150,0.0361,0.00961,0.07,2.589698,0.1811641,857.71,ZSWIM7,zinc finger SWIM-type containing 7,NS,False
81631,0.0362,0.00962,0.1074,-2.589284,-0.2781849,2932.17,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,NS,False
901,0.0362,0.00962,0.1681,-2.589164,-0.4352383,1232.98,CCNG2,cyclin G2,NS,False
121355,0.0362,0.00963,0.0629,2.588695,0.1629563,3412.25,GTSF1,gametocyte specific factor 1,NS,False
54840,0.0362,0.00964,0.0502,2.588319,0.1299112,1418.53,APTX,aprataxin,NS,False
22876,0.0362,0.00964,0.0621,-2.588324,-0.1606062,2260.71,INPP5F,inositol polyphosphate-5-phosphatase F,NS,False
11237,0.0362,0.00965,0.1447,-2.588257,-0.3744932,619.05,RNF24,ring finger protein 24,NS,False
55145,0.0363,0.00966,0.0723,2.587874,0.1869775,334.76,THAP1,THAP domain containing 1,NS,False
4753,0.0363,0.00966,0.2647,2.587699,0.6849228,21.67,NELL2,neural EGFL like 2,NS,False
54903,0.0363,0.00966,0.0743,2.587632,0.1923248,1233.64,MKS1,MKS transition zone complex subunit 1,NS,False
3765,0.0363,0.00968,0.3954,-2.587215,-1.0229343,10.0,KCNJ9,potassium inwardly rectifying channel subfamily J member 9,Downregulated,True
100874195,0.0363,0.00968,0.2323,-2.587218,-0.6009463,41.53,DIAPH3-AS1,DIAPH3 antisense RNA 1,NS,False
140901,0.0363,0.00968,0.0499,2.587186,0.1291685,2684.68,STK35,serine/threonine kinase 35,NS,False
105371017,0.0364,0.0097,0.3114,-2.586344,-0.8053945,33.26,LOC105371017,uncharacterized LOC105371017,NS,False
51093,0.0364,0.00971,0.0915,-2.585878,-0.2365236,848.09,METTL25B,methyltransferase like 25B,NS,False
10380,0.0364,0.00972,0.1063,2.585809,0.2748943,1132.53,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1",NS,False
55090,0.0364,0.00972,0.0613,2.58577,0.1584471,539.69,MED9,mediator complex subunit 9,NS,False
1952,0.0365,0.00973,0.0507,-2.585233,-0.1311021,3294.88,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2,NS,False
51286,0.0365,0.00973,0.9619,2.585232,2.486843,55.11,CEND1,cell cycle exit and neuronal differentiation 1,Upregulated,True
400566,0.0365,0.00973,0.1573,2.585215,0.4066786,56.42,C17orf97,chromosome 17 open reading frame 97,NS,False
