GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description,Direction,Significant
105370756,0.0204,0.00472,0.3744,-2.825501,-1.0578201,15.81,LOC105370756,uncharacterized LOC105370756,Downregulated,True
100129083,0.0215,0.00502,0.3972,-2.805824,-1.1144742,11.04,SIGLEC10-AS1,SIGLEC10 antisense RNA 1,Downregulated,True
10164,0.0227,0.00536,0.4151,2.784736,1.1559791,17.42,CHST4,carbohydrate sulfotransferase 4,Upregulated,True
255189,0.0237,0.00565,0.4154,2.767243,1.1494796,11.09,PLA2G4F,phospholipase A2 group IVF,Upregulated,True
112268050,0.0261,0.00638,0.3793,-2.727461,-1.0344089,12.33,LOC112268050,uncharacterized LOC112268050,Downregulated,True
29999,0.0263,0.00645,0.3689,-2.724096,-1.0049449,10.98,FSCN3,fascin actin-bundling protein 3,Downregulated,True
27071,0.0264,0.00646,0.4023,2.723288,1.0955801,11.86,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,Upregulated,True
221091,0.0264,0.00647,0.4208,2.72293,1.1458794,11.62,LRRN4CL,LRRN4 C-terminal like,Upregulated,True
147409,0.0271,0.00669,0.3835,2.711996,1.0399833,12.55,DSG4,desmoglein 4,Upregulated,True
100287898,0.0283,0.00707,0.3728,2.693615,1.0041991,10.24,TTC34,tetratricopeptide repeat domain 34,Upregulated,True
101927131,0.0284,0.00712,0.3963,-2.691411,-1.0666642,9.13,LOC101927131,uncharacterized LOC101927131,Downregulated,True
390213,0.0319,0.00823,0.4409,-2.642411,-1.1650485,12.22,DOC2GP,"double C2 domain gamma, pseudogene",Downregulated,True
112268302,0.0332,0.00863,0.3921,2.626204,1.029799,11.11,LOC112268302,,Upregulated,True
10599,0.0344,0.00904,0.3915,2.61072,1.0221953,12.6,SLCO1B1,solute carrier organic anion transporter family member 1B1,Upregulated,True
3765,0.0363,0.00968,0.3954,-2.587215,-1.0229343,10.0,KCNJ9,potassium inwardly rectifying channel subfamily J member 9,Downregulated,True
51286,0.0365,0.00973,0.9619,2.585232,2.486843,55.11,CEND1,cell cycle exit and neuronal differentiation 1,Upregulated,True
4033,0.0379,0.0102,0.474,2.568374,1.2173123,18.75,IRAG2,"inositol 1,4,5-triphosphate receptor associated 2",Upregulated,True
101928004,0.0452,0.0128,0.4056,-2.490644,-1.0100982,18.71,LOC101928004,uncharacterized LOC101928004,Downregulated,True
